AREA,BA,BA_DIV_BB,BB,BF_ID,BF_TYPE,BLANK_TYPE,BM,BREADTH,BREADTH_DIV_LENGTH,BUTT_TYPE,BUTT_WORKING,CIRCUMFERENCE,COMPLETENESS,CONDITION,CONTEXT_LEVEL,CONTINENT,CORTEX_BACK,CORTEX_FRONT,CORTEX_TYPE,COUNTRY,DATE_FOUND,DEGREE_PATINATION,EDGE_PROFILE,EDGE_VIEW_AREA,EDGE_VIEW_CIRCUMFERENCE,EDGE_VIEW_L1,EDGE_VIEW_SYMMETRY,EDGE_VIEW_THICKNESS_L1,FINDER,FINDERS_NO,FRONTAL_SYMMETRY,L1,L1_BREADTH,L1_DIV_LENGTH,LENGTH,MUSEUM_ACCESSION_DATE,MUSEUM_ACCESSION_NO,MUSEUM_HOLDER,NOTES,PERCENTAGE_WORKED,RAW_MATERIAL_HARDNESS,RAW_MATERIAL_TEXTURE,RAW_MATERIAL_TYPE,SITENAME,SITE_SUBDIV,TA,TB,THICKNESS,THICKNESS_DIV_BREADTH,TM,WEIGHT
10012.3,61.4,0.78,78.0,3158,HANDAXE,UNCLEAR,90.3,92.0,0.64,NON-CORTICAL,COMPLETELY WORKED,342.6,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,95,LIGHTLY PATINATED,LINEAR,4055.7,306.3,70.7,0.01,40.5,ROBERTS,30331,0.01,59.8,91.6,0.41,142.88,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,WELL SHAPED ALTHOUGH THICK; TRANCHET TIP WITH LIGHT LATERAL EDGE DAMAGE,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,26.3,26.9,41.3,0.44,39.7,455
11738.7,63.5,0.78,80.7,3159,HANDAXE,UNCLEAR,82.5,90.4,0.54,NON-CORTICAL,PARTIALLY WORKED,395.0,COMPLETE,FRESH,UNCLEAR,EUROPE,10,15,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,IRREGULAR,4273.8,341.7,100.7,0.05,35.5,ROBERTS,30817,0.03,61.7,89.7,0.37,166.27,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,CRUDE HANDAXE; MINIMALLY TRIMMED; PROBABLY ABANDONED ROUGHOUT; MAY HAVE BEEN MADE ON COBBLE BLANK BUT NOT CLEAR,86,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,23.2,25.8,40.3,0.44,29.3,469
9462.3,64.8,0.86,74.9,3160,HANDAXE,FLAKE,85.2,88.5,0.64,NON-CORTICAL,COMPLETELY WORKED,335.2,COMPLETE,FRESH,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,LINEAR,3180.9,281.1,75.0,0.02,34.1,ROBERTS,6386,0.0,61.5,87.5,0.44,137.39,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,WELL SHAPED WITH LARGE TRANCHET REMOVAL AND INTERSECTION TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,18.2,25.0,35.5,0.4,31.6,358
9161.2,55.9,0.71,78.4,3161,HANDAXE,UNCLEAR,82.1,87.3,0.62,PARTIALLY CORTICAL,COMPLETELY WORKED,370.9,COMPLETE,FRESH,UNCLEAR,EUROPE,5,5,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,2975.4,282.8,62.4,0.01,31.2,ROBERTS,6877,0.63,50.5,86.6,0.36,138.63,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,82,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,17.6,23.2,31.4,0.35,30.6,356
9024.7,53.2,0.66,80.0,3162,HANDAXE,UNCLEAR,83.1,89.7,0.65,NON-CORTICAL,COMPLETELY WORKED,332.5,COMPLETE,FRESH,UNCLEAR,EUROPE,0,10,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,2920.7,278.2,40.3,0.02,29.3,ROBERTS,12895,0.01,53.4,88.5,0.39,136.15,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,17.2,26.9,31.4,0.35,27.5,334
10627.1,59.4,0.66,89.3,3163,HANDAXE,UNCLEAR,89.5,97.6,0.68,NON-CORTICAL,COMPLETELY WORKED,363.9,COMPLETE,FRESH,UNCLEAR,EUROPE,15,10,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,3261.7,303.6,41.5,0.02,32.1,ROBERTS,6310,0.01,56.7,96.8,0.39,142.75,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,90,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,15.8,28.7,32.2,0.32,27.8,419
10823.2,64.0,0.76,83.5,3164,HANDAXE,UNCLEAR,89.5,94.5,0.62,NON-CORTICAL,COMPLETELY WORKED,361.0,COMPLETE,FRESH,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,LINEAR,2944.1,313.6,47.3,0.04,27.7,ROBERTS,10815,0.01,51.0,94.3,0.33,151.62,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,14.1,22.7,29.6,0.31,25.2,365
12312.2,63.5,0.77,82.3,3165,HANDAXE,UNCLEAR,92.4,95.2,0.56,NON-CORTICAL,COMPLETELY WORKED,398.5,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,PATINATED,LINEAR,4356.6,346.9,61.4,0.03,38.2,ROBERTS,7698,0.02,75.8,95.0,0.44,169.56,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,20.3,33.1,40.3,0.42,31.0,546
7121.3,54.8,0.73,74.7,3166,HANDAXE,UNCLEAR,82.9,86.8,0.79,NON-CORTICAL,COMPLETELY WORKED,278.5,COMPLETE,FRESH,UNCLEAR,EUROPE,0,5,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,2328.0,242.4,57.8,0.09,30.8,ROBERTS,6389,0.02,45.9,85.1,0.42,109.23,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,16.4,22.6,32.0,0.36,29.4,265
7638.3,51.8,0.78,66.1,3167,HANDAXE,UNCLEAR,72.5,74.3,0.56,NON-CORTICAL,COMPLETELY WORKED,311.2,COMPLETE,FRESH,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,LINEAR,2671.1,269.6,54.8,0.01,32.2,ROBERTS,6706,0.01,44.5,73.7,0.33,131.65,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,13.1,21.9,34.0,0.45,28.5,274
8316.5,62.5,0.82,75.7,3168,HANDAXE,COBBLE,81.4,86.1,0.69,PARTIALLY CORTICAL,PARTIALLY WORKED,319.4,COMPLETE,FRESH,UNCLEAR,EUROPE,50,40,HARD CHALK RIND,ENGLAND,96,FRESH,IRREGULAR,2453.1,279.6,48.3,0.26,29.3,ROBERTS,1172,0.01,57.5,85.5,0.46,124.74,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP; MADE ON FLAT CHALKY COBBLE OF APPROXIMATELY 30mm THICKNESS,86,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,13.8,22.5,30.8,0.35,23.8,269
9815.1,58.1,0.65,88.2,3169,HANDAXE,FLAKE,87.4,94.1,0.68,NON-CORTICAL,COMPLETELY WORKED,348.3,COMPLETE,FRESH,UNCLEAR,EUROPE,0,10,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,IRREGULAR,2879.9,282.2,44.0,0.01,28.7,ROBERTS,8079,0.0,51.1,93.0,0.37,138.08,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,84,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,16.7,26.0,28.7,0.3,24.8,344
7496.7,53.4,0.8,66.2,3170,HANDAXE,UNCLEAR,73.0,76.9,0.6,PARTIALLY CORTICAL,COMPLETELY WORKED,310.3,COMPLETE,FRESH,UNCLEAR,EUROPE,0,5,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,2403.9,250.2,44.8,0.01,30.4,ROBERTS,11174,0.01,56.0,75.4,0.44,126.76,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,14.1,21.4,30.5,0.39,27.2,264
6506.9,46.5,0.67,68.4,3171,HANDAXE,UNCLEAR,73.4,77.4,0.67,NON-CORTICAL,COMPLETELY WORKED,280.6,COMPLETE,FRESH,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,LINEAR,1801.2,219.1,54.0,0.07,27.0,ROBERTS,7474,0.0,47.3,77.2,0.41,114.37,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP; POSSIBLE LIGHT LATERAL EDGE DAMAGE ON TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,12.8,16.2,27.6,0.35,26.9,203
6854.8,61.1,0.89,67.9,3172,HANDAXE,UNCLEAR,82.4,83.0,0.77,NON-CORTICAL,COMPLETELY WORKED,275.7,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,5,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,2217.8,223.6,57.8,0.01,31.4,ROBERTS,10747,0.01,56.2,82.8,0.52,107.5,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP; POSSIBLE NOTCH ON UPPER RIGHT HAND CORNER,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,16.2,19.9,31.9,0.38,30.8,247
4462.7,43.6,0.72,60.1,3173,HANDAXE,UNCLEAR,63.1,65.7,0.75,NON-CORTICAL,COMPLETELY WORKED,231.3,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,PATINATED,LINEAR,1280.3,166.6,40.5,0.01,22.4,ROBERTS,8346,0.04,33.4,65.4,0.38,86.75,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,SMALL HANDAXE WITH TRANCHET INTERSECTION TIP; LIGHT LATERAL EDGE DAMAGE ALONG RIGHT HAND HALF OF TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,13.9,15.2,22.9,0.34,22.2,118
7112.2,58.5,0.88,66.2,3174,HANDAXE,UNCLEAR,70.8,76.9,0.64,NON-CORTICAL,COMPLETELY WORKED,291.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,IRREGULAR,2468.2,284.9,58.6,0.58,31.6,ROBERTS,11847,0.01,46.2,76.4,0.38,119.52,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,ATTEMPTED TRANCHET REMOVAL ON TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,15.9,24.3,31.7,0.41,31.6,282
7256.2,53.6,0.78,68.1,3175,HANDAXE,UNCLEAR,78.2,79.6,0.66,NON-CORTICAL,COMPLETELY WORKED,292.6,COMPLETE,FRESH,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,LINEAR,2254.2,239.8,54.5,0.02,29.1,ROBERTS,12191,0.01,47.2,79.4,0.39,119.01,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP; POSSIBLE EDGE DAMAGE NOTCH ON BUTT,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,14.9,18.1,29.1,0.36,28.8,260
5494.0,38.8,0.59,65.6,3176,HANDAXE,UNCLEAR,64.4,72.3,0.67,NON-CORTICAL,COMPLETELY WORKED,258.1,COMPLETE,FRESH,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,IRREGULAR,2064.4,216.5,49.9,0.01,28.2,ROBERTS,12030,0.02,38.1,72.1,0.35,106.54,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP; POSSIBLE LATERAL EDGE DAMAGE AND SMALL NOTCHES ALONG SQUARED TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,19.2,18.3,30.3,0.41,27.6,194
5034.5,49.4,0.97,50.8,3177,HANDAXE,UNCLEAR,60.8,63.4,0.61,PARTIALLY CORTICAL,COMPLETELY WORKED,252.4,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,30,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,IRREGULAR,1476.4,198.6,33.2,0.01,20.2,ROBERTS,13847,0.01,55.6,63.2,0.53,103.31,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,ATTEMPTED TRANCHET TIP; POSSIBLE EDGE DAMAGE NOTCHES ON UPPER LEFT AND RIGHT HAND CORNERS,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,14.9,15.5,20.2,0.31,19.7,141
6145.3,44.9,0.68,66.0,3178,HANDAXE,UNCLEAR,65.5,68.1,0.57,NON-CORTICAL,PARTIALLY WORKED,281.3,COMPLETE,FRESH,UNCLEAR,EUROPE,0,10,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,IRREGULAR,2274.6,225.7,52.8,0.02,28.5,ROBERTS,13858,0.04,30.1,67.2,0.25,118.86,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,CRUDE BIFACIAL WORKING; ROUGH TRANCHET INTERSECTION TIP,61,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,19.6,25.5,29.6,0.43,27.8,229
4262.8,40.6,0.73,55.1,3179,HANDAXE,UNCLEAR,64.6,67.0,0.77,NON-CORTICAL,COMPLETELY WORKED,219.7,COMPLETE,FRESH,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,IRREGULAR,1317.8,168.0,33.0,0.01,22.7,ROBERTS,12113,0.01,39.8,66.1,0.46,86.49,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,SMALL HANDAXE,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,12.4,18.9,24.0,0.35,22.0,116
3888.4,48.5,1.08,44.9,3180,HANDAXE,UNCLEAR,57.3,58.5,0.67,NON-CORTICAL,COMPLETELY WORKED,209.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,LINEAR,1208.3,170.0,32.9,0.09,20.9,ROBERTS,12796,0.01,47.5,57.7,0.55,86.36,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,SMALL BROAD ENDED HANDAXE WITH TRANCHET INTERSECTION TIP; POSSIBLE LIGHT LATERAL EDGE DAMAGE ALONG LOWER RIGHT HAND EDGE,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,12.8,16.6,21.5,0.36,20.2,100
3206.7,34.7,0.65,52.7,3181,HANDAXE,UNCLEAR,58.7,60.1,0.84,NON-CORTICAL,COMPLETELY WORKED,190.8,COMPLETE,FRESH,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,IRREGULAR,1033.2,133.2,41.8,0.01,22.7,ROBERTS,11957,0.01,28.9,59.7,0.4,70.76,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,SMALL ROUGH HANDAXE,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,16.6,13.4,22.9,0.38,22.2,83
5943.7,47.7,0.75,63.6,3182,HANDAXE,UNCLEAR,75.0,75.9,0.72,NON-CORTICAL,COMPLETELY WORKED,255.2,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,PATINATED,LINEAR,2113.8,205.7,40.8,0.01,29.3,ROBERTS,11701,0.01,49.1,75.9,0.47,104.34,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,19.6,18.4,31.4,0.41,28.4,233
9074.5,57.3,0.76,74.5,3183,HANDAXE,UNCLEAR,86.7,88.0,0.64,NON-CORTICAL,COMPLETELY WORKED,326.5,COMPLETE,FRESH,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,PATINATED,LINEAR,2971.0,272.8,55.2,0.01,32.4,ROBERTS,11720,0.01,67.8,86.9,0.49,135.76,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,100,TOUGH,FINE,FLINT,BOXGROVE,TR23,17.6,20.9,34.3,0.38,30.8,363
10419.4,54.7,0.66,81.9,3184,HANDAXE,UNCLEAR,94.3,96.0,0.65,NON-CORTICAL,COMPLETELY WORKED,350.2,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,5,HARD CHALK RIND,ENGLAND,96,PATINATED,LINEAR,3243.5,294.8,77.5,0.05,34.7,ROBERTS,12043,0.02,61.0,95.1,0.41,146.71,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,LARGE FINELY MADE HANDAXE WITH TRANCHET INTERSECTION TIP; EXTENSIVE LATERAL EDGE DAMAGE 25mm ALONG UPPER EDGES ADJACENT TO TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,17.6,24.8,34.7,0.36,32.9,404
10730.1,66.0,0.83,79.0,3185,HANDAXE,COBBLE,94.9,96.1,0.65,PARTIALLY CORTICAL,PARTIALLY WORKED,354.8,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,15,5,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,3775.8,325.8,66.8,0.02,35.5,ROBERTS,11714,0.0,71.4,95.7,0.48,147.29,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,LARGE HANDAXE WITH DISTINCTIVELY SQUARED TRANCHET INTERSECTION TIP; APPEARS TO HAVE BEEN MADE ON TABULAR ROLLED FLINT OF 35mm THICKNESS,69,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,19.0,27.1,35.6,0.37,32.4,465
10802.9,65.7,0.79,83.1,3186,HANDAXE,UNCLEAR,93.0,97.5,0.65,PARTIALLY CORTICAL,PARTIALLY WORKED,351.5,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,5,5,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,3573.1,314.8,76.9,0.03,32.0,ROBERTS,12876,0.01,55.8,97.2,0.37,148.6,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,LARGE WELL SHAPED HANDAXE ALTHOUGH THINNING WAS A LITTLE ROUGH; POSSIBLE ATTEMPTED TRANCHET INTERSECTION TIP,92,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,20.3,24.8,36.2,0.37,31.8,431
9598.1,66.1,0.83,79.6,3187,HANDAXE,UNCLEAR,86.3,91.6,0.67,NON-CORTICAL,PARTIALLY WORKED,341.0,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,5,5,HARD CHALK RIND,ENGLAND,96,PATINATED,IRREGULAR,3308.5,292.7,59.7,0.12,35.1,ROBERTS,11704,0.01,57.7,91.6,0.42,135.34,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,ROUGHLY MADE HANDAXE WITH EXTENSIVE LATERAL EDGE DAMAGE NOTCHES ALONG UPPER EDGES AND TIP; POSSIBLE TRANCHET INTERSECTION TIP ALTHOUGH LARGELY REMOVED BY EDGE DAMAGE,77,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,17.4,27.5,35.5,0.38,32.7,423
12754.1,76.4,0.9,84.4,3188,HANDAXE,UNCLEAR,104.0,105.7,0.66,NON-CORTICAL,COMPLETELY WORKED,384.3,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,5,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,4285.5,333.2,72.1,0.01,41.6,ROBERTS,10351,0.01,66.1,105.5,0.41,158.7,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP; POSSIBLE LATERAL EDGE DAMAGE SMALL NOTCHES ON UPPER RIGHT HAND CORNER,92,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,15.9,34.1,44.6,0.42,39.3,577
8688.0,54.4,0.71,75.7,3189,HANDAXE,UNCLEAR,79.8,84.7,0.61,NON-CORTICAL,PARTIALLY WORKED,328.9,COMPLETE,FRESH,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,IRREGULAR,2690.8,271.0,61.9,0.02,29.3,ROBERTS,7909,0.02,50.8,84.1,0.36,138.55,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,80,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,14.1,23.4,31.0,0.36,27.9,329
8738.4,61.8,0.83,73.8,3190,HANDAXE,UNCLEAR,85.5,86.3,0.66,NON-CORTICAL,PARTIALLY WORKED,332.0,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,5,5,HARD CHALK RIND,ENGLAND,UNCLEAR,LIGHTLY PATINATED,IRREGULAR,3320.5,274.0,59.7,0.08,41.1,ROBERTS,8474,0.13,66.4,86.1,0.51,129.2,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,90,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,15.5,27.3,42.4,0.49,38.3,401
7640.8,59.5,0.85,69.3,3191,HANDAXE,UNCLEAR,78.0,80.9,0.65,NON-CORTICAL,COMPLETELY WORKED,331.6,COMPLETE,FRESH,UNCLEAR,EUROPE,0,5,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,2403.9,311.8,41.3,1.33,28.2,ROBERTS,7924,0.6,49.9,79.6,0.4,123.39,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP; SMALL REMNANT CORTEX ON BOTH EDGES,88,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,14.1,22.8,29.6,0.36,26.3,293
7685.3,54.4,0.71,76.2,3192,HANDAXE,UNCLEAR,76.0,81.8,0.68,PARTIALLY CORTICAL,PARTIALLY WORKED,310.8,COMPLETE,FRESH,UNCLEAR,EUROPE,0,5,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,2296.6,254.7,42.0,0.02,25.5,ROBERTS,7927,0.02,48.0,80.6,0.4,119.18,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP; SQUARE LARGELY UNWORKED BUTT,84,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,12.0,24.4,26.1,0.31,21.9,267
5784.4,39.8,0.56,69.9,3193,HANDAXE,UNCLEAR,63.5,74.1,0.68,NON-CORTICAL,COMPLETELY WORKED,269.7,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,5,0,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,1429.7,191.0,45.5,0.01,22.2,ROBERTS,9805,0.09,34.5,70.8,0.31,108.83,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,13.4,15.2,22.5,0.3,21.9,155
6758.4,48.9,0.78,62.4,3194,HANDAXE,UNCLEAR,72.4,74.8,0.62,NON-CORTICAL,PARTIALLY WORKED,287.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,IRREGULAR,2057.9,232.6,58.1,0.01,27.2,ROBERTS,8440,0.01,53.9,74.8,0.44,120.41,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,79,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,13.2,19.3,27.2,0.36,27.2,228
5201.3,42.8,0.71,59.6,3195,HANDAXE,UNCLEAR,66.5,67.9,0.66,NON-CORTICAL,COMPLETELY WORKED,240.7,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,96,LIGHTLY PATINATED,LINEAR,1513.2,190.4,51.5,0.02,24.3,ROBERTS,8641,0.0,45.8,67.2,0.45,101.58,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,12.9,15.5,24.7,0.36,23.2,158
10807.3,62.7,0.74,84.6,3196,HANDAXE,UNCLEAR,92.2,98.9,0.67,NON-CORTICAL,COMPLETELY WORKED,370.9,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,5,10,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,3385.9,294.1,61.8,0.03,32.5,ROBERTS,30873,0.18,56.6,97.7,0.38,147.55,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,LARGE WELL SHAPED HANDAXE; TRANCHET INTERSECTION TIP,100,TOUGH,FINE/MEDIUM,FLINT,BOXGROVE,UNCLEAR,20.5,26.9,32.7,0.33,29.6,443
9144.1,53.5,0.64,82.4,3197,HANDAXE,UNCLEAR,84.6,90.6,0.66,NON-CORTICAL,COMPLETELY WORKED,329.1,COMPLETE,FRESH,UNCLEAR,EUROPE,5,0,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,LINEAR,3095.2,266.9,47.1,0.01,33.9,ROBERTS,30762,0.01,55.0,90.6,0.4,135.46,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,TRANCHET INTERSECTION TIP,100,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,19.4,26.0,34.3,0.37,31.2,359
4951.1,45.9,0.81,56.0,3198,HANDAXE,UNCLEAR,60.9,65.0,0.67,NON-CORTICAL,UNWORKED,250.1,COMPLETE,FRESH,UNCLEAR,EUROPE,0,5,HARD CHALK RIND,ENGLAND,96,LIGHTLY PATINATED,IRREGULAR,1621.6,188.4,38.9,0.03,28.8,ROBERTS,30761,0.01,28.9,64.5,0.3,96.28,,UNCLEAR,UNIVERSITY COLLEGE; LONDON; ENGLAND,CRUDE HANDAXE OR ROUGHOUT WITH TRANCHET INTERSECTION TIP,38,TOUGH,FINE,FLINT,BOXGROVE,UNCLEAR,10.2,23.7,29.9,0.46,26.3,163
